Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2018,2018 HWC,Well-Woman Visit - Hispanic,South Carolina,0,62.7,0,72.6,52.7,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,"Well-Woman Visit - Less than $25,000",South Carolina,32,62.6,-0.09,67.3,58,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Well-Woman Visit - Less than High School,South Carolina,0,65.4,0,75.1,55.8,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Well-Woman Visit - Multiracial,South Carolina,0,62,0,75.8,48.2,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Well-Woman Visit - Other Race,South Carolina,0,,0,65.6,0,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Well-Woman Visit - Rural,South Carolina,0,68.3,0,75.8,60.8,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Well-Woman Visit - Some College,South Carolina,41,60.7,-1.07,65.1,56.3,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Well-Woman Visit - Suburban,South Carolina,0,65.3,0,71.5,59.1,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Well-Woman Visit - Urban,South Carolina,0,65.6,0,73.2,58,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
2018,2018 HWC,Well-Woman Visit - White,South Carolina,46,56.5,-1.55,59.5,53.4,"CDC, Behavioral Risk Factor Surveillance System",2015-2016
